00Ui0,r5k1/5pp1/2p5/P1N4p/2Pp1n2/1P3P2/5P1P/3R2K1 w - - 1 26,d1d4 f4e2 g1f1 e2d4
00VC1,1k2r3/p2r1R2/2Q5/1p5p/P1P3p1/8/6PP/7K w - - 2 44,c6d7 e8e1 f7f1 e1f1
00Vt0,1k4r1/pp3p2/3qp3/2N5/1P1bp3/P3P3/5P2/2RR1K2 b - - 1 27,d6e5 c5d7 b8a8 d7e5
00Xiu,8/pp3Q1p/1n2B1pk/8/6Pq/7P/PPP2P2/2K5 w - - 10 31,f2f4 h4e1
00dpQ,6k1/5ppp/8/4rP2/1r4P1/2RK3P/8/7B b - - 0 47,b4b5 c3c8 e5e8 c8e8
00fgg,4r1k1/p4ppp/8/8/8/8/PP1b1PPP/K2R4 w - - 0 21,d1d2 e8e1 d2d1 e1d1
00kQE,1rb3k1/p5pp/1p6/3R4/2B1p3/8/PP3rPP/1K5R b - - 1 26,g8h8 d5d8 f2f8 d8f8
00kRi,2r1kb1r/p1q2ppp/2p1p3/3pPbP1/Q2P3P/2R2P2/PP1N4/R1B1K3 w Qk - 3 20,c3c6 c7c6 a4c6 c8c6
00nS6,r4rk1/5ppp/p1p2b2/3q1b2/8/5N1P/PP2QPP1/R1B1R1K1 b - - 1 19,f8e8 e2e8 a8e8 e1e8
00ns1,5rk1/pp5p/2p1P1p1/3pN3/5r2/2P4Q/PP4PP/R4q1K w - - 2 25,a1f1 f4f1
00o7c,2r3k1/p4ppp/1pb1pq2/1P6/2Q1PP2/6P1/P5BP/2R3K1 b - - 0 24,c6b7 c4c8 b7c8 c1c8 f6d8 c8d8
00ohT,6rk/3R3p/4P2r/1p3p2/p7/P1P5/1P3RpK/4Q3 w - - 1 42,h2g1 h6h1
00wVj,5k2/R4p2/P6p/5p1N/r3p3/2p5/2P1R1P1/2K5 w - - 1 44,h5g3 a4a1
1337,1k1r4/ppp3r1/8/P1b5/4R3/7P/1PP5/R6K b - - 0 25,d8d2 e4e8 d2d8 e8d8
0139J,r2q2rk/pp3pbn/2p1b3/3p3P/3P1Q2/2NB1P2/PPP3P1/2KR3R b - - 2 21,g7h6 f4h6 d8g5 h6g5
1749,2r3k1/5ppp/4p3/3n4/2QB4/1r4P1/5PKP/R2q4 b - - 1 32,c8c4 a1a8 b3b8 a8b8 c4c8 b8c8
019yp,5r1k/p1q3pp/2p1Q1p1/8/8/5RN1/P1P3P1/6K1 b - - 1 26,f8f3 e6e8 f3f8 e8f8
01Egl,2k5/r5p1/2K2p1p/8/7P/p7/8/4R3 b - - 7 61,a3a2 e1e8
01GC2,3b4/pp2kprp/8/1Bp5/4R3/1P6/P4PPP/1K6 b - - 0 22,e7f8 e4e8
01J5O,r4r1k/1pp1NppR/3p4/p3n3/4P3/1PPP2P1/1P1K2P1/3R4 b - - 0 22,h8h7 d1h1
01Jrn,5rk1/3q1r1p/1p1bQ1p1/8/1P4R1/7P/3N2P1/5R1K w - - 5 34,e6d7 f7f1 d2f1 f8f1
01MPw,3r4/p1k3q1/1p2p2p/2p1n1p1/2P1N3/P2R2Q1/1P3PPP/6K1 w - - 1 29,d3e3 d8d1 e3e1 d1e1
01P8L,3r3r/4bk2/1RQ1p3/3pP2p/P2n4/5p1P/6P1/R5K1 w - - 0 31,c6c3 d4e2 g1h2 e2c3
01TXv,Q1bk3r/2p2pNp/8/3PP3/2p3q1/B1P5/6BP/7K w - - 3 33,a8c6 g4d1 g2f1 d1f1
01Uff,8/5p2/2rk4/3b4/7P/3Q2P1/5P2/6K1 w - - 3 48,d3h7 c6c1 g1h2 c1h1
01Vbe,2r5/3Qnk1p/8/4B2b/Pp2p3/1P2P3/5PPP/3R2K1 w - - 3 32,d1d6 c8c1 d6d1 c1d1 d7d1 h5d1
01Wni,2rn2k1/p2bRppp/8/3B2N1/8/8/P4PPP/R1r3K1 w - - 0 24,a1c1 c8c1 e7e1 c1e1
01bbw,4R3/8/2n3pp/pp6/1k6/1P1P3P/P3KP2/8 w - - 6 50,e8e6 c6d4 e2e3 d4e6
01h0o,5rk1/p2b3p/qp1Q1pp1/3N3n/4P3/5P2/P3N1PP/1Rr4K w - - 0 28,e2c1 a6f1
01i3C,6k1/2p2pp1/4p1np/1R6/3Pb3/2P2NB1/5PPP/r5K1 w - - 1 24,f3e1 a1e1
01nEK,3Q3k/1pb2rpp/p5q1/3Q3n/8/1PN1P2P/1PP3P1/R6K b - - 0 30,c7d8 d5d8 f7f8 d8f8
01nhK,4k2r/Bpp1bpp1/3p1nq1/3P4/2P1p1b1/1P3NP1/1P1NQP1P/4R1K1 b k - 1 18,e4f3 e2e7
01qIp,5rk1/p5pp/2ppp3/4p2R/4N1q1/5Q2/PPP3P1/1K6 w - - 3 22,f3g4 f8f1 g4d1 f1d1
01ryh,8/5p2/4n2p/6k1/R4pP1/5P2/4K3/8 w - - 19 66,e2d3 e6c5 d3c3 c5a4
01tqF,2r2rk1/p4ppp/1p2p3/3pP2Q/3N4/7R/P4PPP/R1q3K1 w - - 1 23,a1c1 c8c1 h5d1 c1d1
01uYa,r4rk1/ppp2Rpp/8/4q3/2Bb2b1/2N5/PP4PP/R4Q1K b - - 0 17,g8h8 f7f8 a8f8 f1f8
01ujj,8/K7/8/6kp/8/8/P7/8 w - - 0 46,a7b7 h5h4 a2a4 h4h3 a4a5 h3h2 b7b8 h2h1q
01ykJ,1r6/R5p1/p1b1k3/2P5/8/2n1P3/1R3PpP/6K1 w - - 0 31,b2b8 c3e2
01yvN,5r1k/pQR4p/2p3p1/3p4/P3prK1/2N5/7P/8 w - - 4 34,g4g5 f8f5 g5h6 f4h4
01zxo,5rk1/pp3Qpp/8/2P5/3R4/7P/5RPK/q7 b - - 0 30,f8f7 d4d8 f7f8 f2f8
0202T,2r3k1/5ppp/2rqp3/2p5/PpQP4/6P1/2R1PP1P/2R3K1 b - - 2 27,c5d4 c4c6 c8c6 c2c6 d6c6 c1c6
0217e,1rb1k2r/b5p1/p2pPp1p/qp1n4/7N/1P6/P4PPP/R1BQR1K1 w k - 0 19,d1d5 a5e1
021cG,5rk1/2p2p2/ppB1p1p1/4n3/1PP3q1/P1Q4R/5PPP/3R2K1 w - - 1 27,c3e5 g4d1 e5e1 d1e1
024wO,3rqr1k/1p1b2pQ/p1p2p2/4pP2/4n3/1B2BR2/PPP3PP/R5K1 b - - 0 21,h8h7 f3h3 e8h5 h3h5
028aJ,3r2k1/5ppp/Rp2p3/1P6/2n2PP1/8/5K1P/8 b - - 1 35,d8d4 a6a8 d4d8 a8d8
028pN,2r5/6pk/5p1p/5P2/3P1P1N/bP4P1/P2q3P/1K1R4 w - - 0 41,d1d2 c8c1
02Bm1,3r4/p1p2pk1/1p3p1p/5P2/2N2bP1/1B5P/PPP5/1K3R2 w - - 4 26,f1f4 d8d1
02FEp,2kr4/Qp1n1pp1/p1p5/3p4/Nq1RP2r/8/PPP2P2/1K5R w - - 0 23,h1h4 b4e1 d4d1 e1d1
02FJx,3r2k1/6pp/p3p3/4Np2/1p1QbP2/1P5P/P5PK/2R5 b - - 0 31,d8d4 c1c8 d4d8 c8d8
02MUO,3qrQ1k/pb5p/2n3pP/3pP3/2pP4/2N5/PPP2R2/2K2R2 b - - 9 29,e8f8 f2f8 d8f8 f1f8
02MZT,7k/1p5p/p6r/8/1P6/P2P1Pq1/3PR1RP/7K b - - 1 32,g3f3 e2e8 f3f8 e8f8
02QUs,6k1/pp3ppp/2p1b3/8/2PR4/3P2PP/P5BK/4r3 b - - 0 29,e1e2 d4d8
02Y0v,8/3k1pp1/4p1p1/7n/1p1PP2P/pP2KP2/B5P1/8 w - - 0 33,e3d3 h5f4 d3c4 f4g2
02aga,2r3k1/pp3pp1/4p2p/3pP3/8/1P1q2P1/P5PP/5Q1K w - - 0 26,f1d3 c8c1 d3d1 c1d1
02aw9,4n1k1/Q4p2/3p3p/p1pP1qp1/8/Pr4P1/6PP/5R1K w - - 0 37,f1f5 b3b1 f5f1 b1f1
02bsO,1kr5/ppQ4b/8/8/3P4/3q3P/PP4P1/K1R2R2 b - - 0 28,c8c7 f1f8 c7c8 c1c8
02dPT,1r4k1/p4pp1/1p3b1p/3Q1B2/5p2/2q4P/P4PP1/3R2K1 b - - 1 31,b8d8 d5d8 f6d8 d1d8
02e2t,8/pp3p2/r4k1p/2p1p2P/P2bK1P1/R4P2/7R/8 w - - 4 33,h2b2 d4b2
02eRO,6k1/1R3p1p/6p1/1p2rb2/8/2Bp3P/6P1/6K1 b - - 5 46,e5d5 b7b8 f5c8 b8c8 d5d8 c8d8
02exE,1r6/4R3/3k4/8/1R1p3r/p2P4/P1P5/BK6 w - - 3 41,b4b8 h4h1 e7e1 h1e1
02fqW,2r3k1/R5n1/3r2p1/1P3p2/1p1P4/8/1P3PPP/4R1K1 w - - 1 31,e1e7 c8c1 e7e1 c1e1
02gEE,3rr2k/5ppp/p4Q2/1p1P3b/3BP3/1B3P2/P3K3/6R1 b - - 0 25,g7f6 d4f6
02gii,4r2r/1ppk4/p1b1p1p1/5pq1/P1BP3p/4P2P/2P2PP1/R1Q2RK1 w - - 1 26,f2f4 g5g2
02h9I,r3q2r/pp4kp/6p1/3Pp3/3nP3/6Q1/PB3PPP/R3K2R w KQ - 2 19,e1g1 d4e2 g1h1 e2g3
02ksV,8/7k/1B4pp/P4b2/1b2p3/8/r4PPP/1R4K1 w - - 0 32,b1b4 a2a1 b4b1 a1b1
02nTh,r2q1rk1/1b3ppp/p2pN3/1p2n3/4P3/P2B4/2PQ1RPP/5RK1 b - - 3 20,f7e6 f2f8 d8f8 f1f8
02ol0,rn3rk1/p4pp1/1p5p/2p1q3/4B3/2P2Q2/PP3PPP/R1B3K1 w - - 1 17,e4a8 e5e1
02qNU,5Qkr/p4p2/1q2pPp1/4P1p1/3p2N1/7P/PP3PK1/2R5 b - - 0 28,g8f8 c1c8 b6d8 c8d8
02qe6,r5k1/pp3ppp/2n1r3/8/8/2N1qB2/PPQ3PP/R4K1R w - - 2 20,a1e1 e3e1
02r0o,5Qk1/5pp1/q1p2P2/p1P1P3/6p1/P6r/3R3B/7K b - - 1 39,g8f8 d2d8
02tQx,2r3k1/pp1q1p1p/4p1p1/8/4B3/P7/1P3PPP/3R2K1 w - - 0 24,d1d7 c8c1 d7d1 c1d1
02wjb,2r2rk1/1R4pp/p7/2Np4/8/4b3/P1R3PP/3Q1q1K w - - 2 30,d1f1 f8f1
02y6e,qr1r2k1/5p2/4p1p1/p3P1Np/5nPQ/P7/1P1R1P1P/3R2K1 w - - 1 27,d2d8 b8d8 d1d8 a8d8
02yHD,3Q4/7p/P7/6pk/8/5pPK/5P1P/8 w - - 2 60,a6a7 g5g4
02yfS,r5k1/pp3pp1/6qp/3P3n/8/1P1BRP1P/4RP1K/8 b - - 7 26,g6g5 e3e8 a8e8 e2e8
02yro,1r2r1k1/p1p2pp1/2Qpq2p/4P1n1/8/2N5/PPP2PPP/1R2R1K1 w - - 1 18,e5d6 e6e1 b1e1 e8e1
034f3,r1b3k1/pp4pp/6p1/2pB4/5r2/2b5/P4PPP/3RR1K1 b - - 0 20,g8h8 e1e8 f4f8 e8f8
034pB,3r2k1/6pp/p2Np3/1b2P3/5P2/7Q/2pK3P/2R3q1 b - - 9 43,g1d1 c1d1 c2d1q d2d1
3935,2r2rk1/6pp/1q2p3/p1ppP1N1/3P1p1P/2PQ2n1/PP4P1/R1B3K1 b - - 3 23,h7h6 d3h7
03CkS,r4r1k/2p5/p2p1q1p/1p1Pp1p1/4Pp2/PB1P1QPb/1PP2R2/4R1K1 b - - 1 23,f4g3 f3f6 f8f6 f2f6
03Ejm,6k1/6pp/4p3/2Pp4/8/1P3PP1/3n3P/6K1 b - - 0 38,d2b3 c5c6 b3d2 c6c7
03JlS,2rR2k1/p3rpp1/1p2bq1p/1N6/8/P3P3/1PQ2PPP/3R2K1 b - - 15 26,c8d8 d1d8 e7e8 d8e8
03Lde,2k5/2p4p/p1n5/5pp1/2N5/1R1r3P/1p3PPB/6K1 w - - 0 32,b3b2 d3d1
03NKN,3rk2r/Q2bbppp/3q4/2p1R3/3p1P2/2PP4/PP4PP/RNB3K1 w k - 4 19,a7c5 d6c5 e5c5 e7c5
03SBv,2r5/1p5k/p5pp/2Prnq2/1Q2Np2/5P1P/5P1B/R4K2 b - - 1 35,f5d7 e4f6 h7g7 f6d7
03SKN,2rq1rk1/1b2bpp1/1np1pB1p/pp6/3P4/2NQPN2/PP3PPP/1BR2RK1 b - - 0 15,e7f6 d3h7
03UeU,6k1/R5pp/p4p2/1p6/1P6/2P2N2/1r3PPP/6K1 w - - 0 30,a7a6 b2b1 f3e1 b1e1
03Ulb,6k1/P1p2ppp/4p3/8/2n5/7P/1r4P1/3RK3 b - - 0 36,b2a2 d1d8
03aA1,rn2kb1r/ppp1qppp/4bn2/8/2PP4/8/PP2QPPP/RNB1KBNR b KQkq - 2 6,e6c4 e2e7 f8e7 f1c4
03ba5,6k1/1R2pp1p/2r3p1/3p1b2/2pB4/4P2P/5PP1/6K1 b - - 1 34,e7e6 b7b8 c6c8 b8c8
03cgK,3r3k/p5p1/R3B2p/8/1B1Npb2/7P/P4PP1/6K1 w - - 0 33,d4e2 d8d1 b4e1 d1e1
03hzt,4rk2/2p2p2/2pp3p/5Pq1/1P2P1QR/8/5PK1/8 b - - 0 44,e8b8 g4g5 h6g5 h4h8
03lgy,6R1/2pR2p1/p5kp/4q3/8/1P6/2P5/1K6 w - - 10 35,g8g7 e5g7 d7g7 g6g7
03p6N,1r1r2k1/pp3pp1/2p4N/5P1Q/3q4/2n5/P4P1P/1R3KR1 b - - 1 26,g8f8 h5f7
03pLE,1r3r2/p2bppbk/3p2p1/q4P1n/1p1NP2P/1PN1B3/1PPQ4/2K3RR w - - 0 19,c3d5 a5a1
03tx8,6k1/5p2/1p4pp/p2Br3/P6n/1QP5/1P3P1P/1R2q1K1 w - - 4 32,b1e1 e5e1
03vyj,2k5/2p2R2/2Pp1p2/r3p1p1/8/1P1P4/2PK1P2/8 b - - 5 36,a5c5 f7f8
03wGy,8/8/4p3/4kp2/2r5/5RP1/5PK1/8 w - - 2 47,f3f4 c4f4 g3f4 e5f4
03wRW,6k1/3b1rpp/2pBp3/3p2P1/pP5P/P1Pn2R1/2q1Q3/4R1K1 b - - 6 33,c2e2 e1e2
0401S,2k4r/ppp1bppp/5n2/8/2Pr4/8/P4PPP/RNB1R1K1 w - - 0 15,e1e7 d4d1 e7e1 d1e1
047hJ,2r5/QR2bkpp/2qp4/3n1p2/3Bp3/8/P4PPP/5RK1 w - - 1 32,f1b1 c6c1 b1c1 c8c1
0482Q,4r1k1/ppq2pp1/2p1r1b1/4N1Q1/1P6/P2P3P/2P2PP1/1R2R1K1 w - - 1 24,e5g6 e6e1 b1e1 e8e1
04AMm,7r/1b3k1r/p3p1p1/1p1pPpR1/3P3q/P2B4/1P4QP/6RK w - - 5 50,g5g6 h4h2 g2h2 h7h2
04BD7,6k1/5p2/3pp2p/6pP/r2BK1P1/1r6/8/2R5 b - - 1 35,b3b4 c1c8 g8h7 c8h8
04Bs9,7k/pp2b1p1/7p/2p5/P1P1n2P/1r6/5PPB/4R1K1 w - - 0 35,e1e4 b3b1 e4e1 b1e1
04Fjm,6k1/p4pp1/P1p4p/3n4/8/1PrB3P/2P2KP1/4R3 b - - 5 29,d5b4 e1e8
04Ivl,4q1k1/pp3pp1/2n2n1p/8/2Np4/1P1P1BPb/PBQ2P1P/6K1 w - - 0 22,c4d6 e8e1
04QEw,6k1/5ppp/1pr1p3/p7/1P2P3/R3P2P/5PK1/8 b - - 0 22,a5b4 a3a8 c6c8 a8c8
04Qn2,3Rb2N/p3k1p1/1p1br2p/8/8/7P/PP1R1PP1/6K1 w - - 2 26,d8a8 e6e1
04QuI,3r1rk1/ppp2ppp/1q6/4Q3/8/P2b1B1P/5PP1/4R1K1 b - - 0 27,f8e8 e5e8 d8e8 e1e8
04QwV,4r3/1qR2kpp/3rpp2/p3P3/1p3P1P/4B3/PP4P1/1KR5 b - - 1 33,b7c7 c1c7 d6d7 c7d7
04SS6,6k1/5ppp/4p3/8/1r1P4/2R3P1/5PKP/8 b - - 0 33,b4d4 c3c8 d4d8 c8d8
04UND,4k1r1/2p1p2p/ppqpP3/8/3QR2P/2P5/PP6/7K b - - 0 34,g8g4 d4h8 g4g8 h8g8
04X0G,3r2k1/5pp1/4p2p/8/4n3/5P2/P1R3PP/2Rr2K1 w - - 1 30,c1d1 d8d1
04Ybp,r1b2rk1/1pp2pp1/p2bp2p/3P4/3qQ3/P1NB2P1/1PP2PP1/R3K2R b KQ - 2 14,d4f6 e4h7
04dSw,r4k1N/pp4pp/2p5/6b1/2PR2b1/4n3/PP3PPP/RN4K1 w - - 0 19,f2e3 g5e3 g1h1 e3d4
04dmk,2rqr1k1/5ppp/p5B1/8/2Q3b1/PP2R1P1/5P1P/4R1K1 b - - 0 29,c8c4 e3e8 d8e8 e1e8
04eIu,Q5k1/5ppp/4p2b/rqp1P3/8/1PB1P3/2PP2PP/R5K1 b - - 0 26,a5a8 a1a8 b5b8 a8b8
04ejR,1krr4/1p4p1/pq2bp2/2P1p3/4P1Pp/2Q1P2P/P7/R1R2BK1 b - - 0 28,c8c5 c3c5 b6c5 c1c5
04gCa,3n2k1/1pp3pp/1b6/p2p4/3P4/P1P3PP/1P4P1/4R1K1 b - - 0 24,d8f7 e1e8
04gq1,2k2r2/pppn2p1/3b4/6n1/3P2q1/2P5/PP2R3/RN1KQ3 b - - 6 28,g5f3 e2e8 f8e8 e1e8
04oYd,4r1k1/3R1p1p/p5pK/2p2p2/2P5/P6P/6P1/8 b - - 2 39,e8e3 d7d8 e3e8 d8e8
04pxp,2r3k1/pp2Qppp/8/3p4/2rP4/6PP/PP6/K1qR2R1 w - - 5 25,d1c1 c4c1 g1c1 c8c1
04qHl,r1b1q1k1/ppp5/3p4/3P2N1/1PP1B1p1/6P1/P5P1/Q5K1 b - - 0 23,e8e7 e4h7 e7h7 g5h7
04tHV,2kr3r/1b3Rpp/pp2p3/2b5/N1p1P3/8/PP4PP/R1B4K w - - 1 22,a4c5 d8d1 f7f1 d1f1
04tOW,5Rr1/2kr4/4R1p1/1p3pB1/p7/8/5PPP/6K1 w - - 7 38,f8g8 d7d1 e6e1 d1e1
04uZm,4r1k1/6b1/p1Q3N1/1p3p1p/2p3nP/P7/5PP1/3Rq1K1 w - - 1 36,d1e1 e8e1
04vs1,1k1r4/p7/1ppq3p/4pb2/PR2Q1P1/2P2P2/1P6/2KB4 w - - 0 35,g4f5 d6d1
04xgd,1k6/1pq5/7R/4p2p/2P1P1r1/2P1K3/2Q5/8 b - - 2 42,h5h4 h6h8 c7c8 h8c8
050ge,2r5/4R3/6k1/1p3Qp1/1P4P1/5NKP/6P1/6qr b - - 0 38,g6h6 f5g5
050iD,6k1/p1B4p/4pPp1/2p5/8/8/Pr3PPP/4R1K1 w - - 0 31,e1e6 b2b1 e6e1 b1e1
052is,2r3k1/1p4pp/6P1/2R2P1P/b7/P2R2K1/2n5/8 b - - 6 44,c8c5 d3d8 a4e8 d8e8
053Mo,8/p1k2ppp/1p1n4/2PP1P2/BK3B1P/P7/4rP2/8 b - - 0 44,b6c5 b4c5 e2e4 f4d6
054QS,5r2/5r2/p6k/1pNp2pp/1P1q4/P2B4/3Q2PP/2R4K w - - 2 38,h2h3 f7f1 c1f1 f8f1 d3f1 d4d2
054kt,4r1k1/4qppp/p1p5/1p6/8/2P1Q2P/5PP1/4R1K1 b - - 0 40,e7d7 e3e8 d7e8 e1e8
057XH,2r1k2r/pp3p1p/4pQp1/1b1pPn2/3P1P2/B7/P4RPP/RNq3K1 w k - 8 20,a3c1 c8c1 f2f1 c1f1
0585O,k5r1/ppQ2p1p/2p3q1/1P1p4/4r3/4P1PP/P4P2/R1R3K1 b - - 2 26,c6b5 c7c8 g8c8 c1c8
05BY3,2q3k1/6p1/p4pN1/1p2p2p/8/P1P3P1/1P3PKP/4R3 b - - 1 39,c8f5 g6e7 g8f7 e7f5
05Dm4,r1bq1rk1/pp3pp1/n1p2b1p/3p4/3P4/2NQP3/PP3PPP/1BR1K1NR b K - 3 11,c8e6 d3h7
05EXk,5r1k/pp4pp/2p3q1/8/1Q4n1/2P1P1P1/PP4BP/R5K1 b - - 2 22,g4e3 b4f8
05EcU,8/3q1k1p/6p1/pp1p4/6n1/1PQ1PP2/8/3R2K1 w - - 0 35,f3g4 d7g4 g1f2 g4d1
05FPf,3r2k1/2p5/6P1/1p3NP1/5P2/2b5/3p4/3B2K1 b - - 1 43,d8d5 f5e7 g8g7 e7d5
05Fdt,r2r4/5k1p/p1Q5/4q3/1PP2n2/P7/5PPP/4R1K1 w - - 0 34,e1e5 d8d1 e5e1 d1e1
05GFz,r4rk1/pp2bppp/2p1pnb1/8/1P2PP1N/2P3Pn/P1QN2BP/R1B1R1qK w - - 9 19,e1g1 h3f2
05Llz,5rk1/4bppp/3p4/1Qp5/4q3/3R4/1PP2PPP/2B3K1 w - - 0 18,b5b3 e4e1
05Ohw,6k1/5pp1/5n1p/8/P1rp4/5KPP/2B2P2/4R3 w - - 0 31,c2b3 c4c3 f3g2 c3b3
05Rwn,6k1/5pp1/p6p/1p3P2/2p1P3/2Pr4/PP3qPP/5R1K w - - 0 27,f1f2 d3d1 f2f1 d1f1
05S4S,n1r2rkQ/p2q3p/3P2pP/2p5/1P6/P4R1P/8/5RK1 b - - 1 37,g8h8 f3f8 c8f8 f1f8
05Sm3,r1b2rk1/p5pp/1qQbpp2/3p3n/3P1P2/2PB4/PP4PP/RNB2RK1 w - - 1 13,c6d6 b6d6
05ViB,2r3R1/5p2/4bB1k/5p2/6p1/P7/8/5K2 w - - 4 42,g8c8 e6c8
05XRv,1r6/6pp/1N6/p7/n1R5/5k2/5P1P/6K1 w - - 2 40,b6a4 b8b1 c4c1 b1c1
05YPW,3kr1r1/ppp2p1p/4qn1Q/3n4/3P4/BP6/2P1BPPP/R3R1K1 w - - 10 19,e2f3 e6e1 a1e1 e8e1
05ZFk,2kr1bnr/ppp2ppp/6q1/3BN3/3P1p2/7b/PPP3P1/RNBQR1K1 b - - 1 13,d8d5 e5g6
05bAj,Q4bk1/5ppp/2p2n2/p1Pp4/8/1r2PN2/1B3PPP/q5K1 w - - 0 26,b2a1 b3b1 f3e1 b1e1
05e6B,r3k2r/1p2p1b1/p2p2p1/2qP2Bp/8/7P/PPP1Q1P1/1K3R1R b kq - 0 20,c5d5 e2e7
05gec,5r1k/5pb1/p2pqN1Q/1r4R1/p1p1P1R1/6PP/6PK/8 b - - 0 31,g7h6 g5g8 f8g8 g4g8
05kni,6k1/p2N1ppp/4p3/6P1/2p2Q1P/3r4/q4P2/5RK1 b - - 0 30,d3d7 f4b8 d7d8 b8d8
05nVL,1r1q1k1r/3npp2/4bb2/1B1p3p/P2P4/2B1PPR1/1P4Q1/2K3R1 b - - 4 24,b8b5 g3g8 h8g8 g2g8
05ndO,8/8/1R1n4/3k1p2/4b1p1/2K1P1P1/5P2/8 w - - 26 51,c3d2 d6c4 d2c3 c4b6
05s6f,3r2k1/5ppp/Qp2pn2/8/P7/B1P1P3/3q1PPP/R5K1 w - - 2 24,a6b6 d2d1 a1d1 d8d1
05uWx,6k1/5ppp/p3p3/1p1q1rP1/5B2/P2R3P/1P3NP1/7K b - - 10 34,d5c6 d3d8 c6e8 d8e8
060h6,2r4k/pb3p2/1p2pq1p/4P3/P2p4/3R2R1/1P3PPP/6K1 w - - 0 25,e5f6 c8c1 d3d1 c1d1
060kO,4r1k1/1b3ppp/8/4R3/3R4/P5PP/1PP2P2/5K2 b - - 0 30,e8e5 d4d8 e5e8 d8e8
6295,1k1r4/pp3pp1/3r4/5b1p/2B5/1PR1P3/P4PPP/2R3K1 w - - 0 21,c4f7 d6d1 c1d1 d8d1
067Th,8/p2k2p1/2p2p2/8/1B1r4/P4b1P/5P1P/2R3K1 w - - 1 35,c1c3 d4d1
068Q3,2r3k1/5ppp/p3q3/1pp1R3/4Q1Pb/5P2/PPP1B3/2K5 b - - 0 24,e6a2 e5e8 c8e8 e4e8
068h0,1r3r1k/1p4Rp/3Q4/1b1p1qp1/3P4/4PpP1/PP3P1P/2R3KB w - - 0 27,c1c7 f5b1 c7c1 b1c1
06Bg4,5rr1/1p6/p6p/8/3N4/8/k3N2P/1R5K w - - 0 42,b1b7 f8f1 e2g1 f1g1
06CIk,r2qkb1r/2p2p2/1pnpb1pp/p2Np3/4P2P/3PPN2/PPP1B1P1/R2QK2R w KQkq - 0 13,d5f6 d8f6
06D3J,8/1pk2n1p/p7/4PPP1/P4K2/2P5/8/8 b - - 0 43,c7d7 e5e6 d7e7 e6f7
06D7Z,2N3k1/3p3p/p1p1p1pP/4P1q1/8/b1PQ4/P1K3P1/1r3B1R w - - 0 30,c2b1 g5c1
06EWm,2kr3r/pp1n1Np1/2p1p1p1/8/3PNq2/3Q3P/PPP2P1n/R4RK1 b - - 0 17,f4f7 e4d6 c8c7 d6f7
06J9W,2Q5/8/6pk/3p3p/4q2P/8/8/5K2 b - - 1 50,d5d4 c8h8
06OHk,3r1bnr/ppk2ppp/8/4P3/2N5/P2R1N2/1Pn2PPP/1RB3K1 w - - 3 15,d3c3 d8d1 f3e1 d1e1
06Rpz,r5k1/pp3ppp/1np1b3/4b3/4P3/B2Q1qP1/PP3P1P/R2R2K1 b - - 1 24,f3g4 d3d8 a8d8 d1d8
