00KVO,4r3/p1R3p1/4r2p/3k1n2/3p4/P5B1/1P4PP/4R1K1 w - - 2 28,c7a7 e6e1 g3e1 e8e1
00KYE,r1b2k1r/pp4p1/2pq2p1/3p4/3p4/1N6/PPP2PPP/R2Q1RK1 w - - 0 17,d1d4 d6h2
00Keu,R7/1p3kp1/2pK3p/3p1PP1/1r1B2nP/8/1P6/8 b - - 2 39,b4d4 g5g6 f7f6 a8f8
00MS3,rn1qr1k1/1p2bppp/2p2B2/p2p4/3P4/2N2N2/PPP1QPPP/2KRR3 b - - 0 12,e7f6 e2e8 d8e8 e1e8
00MWz,8/8/2B5/4pK2/3k1pPp/5n1P/8/8 b - - 3 57,f3g1 g4g5 g1e2 g5g6
00NOI,3r4/2k2p1p/pp2pp2/2p5/3nN3/6P1/PPP2PRP/2K5 w - - 2 23,e4f6 d4e2 c1b1 d8d1
00Ozz,3kRr2/3n1B1p/2pP4/p1n5/Ppp5/8/1P3PPP/4R1K1 b - - 8 32,f8e8 e1e8
00Ru6,3r1r2/p5kp/1p4pP/2p5/2PbBQ2/2q5/P1P1K3/5R2 b - - 0 34,g7h8 f4f8 d8f8 f1f8
00TxB,r2qkb1r/pp3ppp/2pp1nn1/8/4PB2/2N2B2/PPP2PPP/R2Q1RK1 w kq - 2 10,f1e1 g6f4
00UgJ,1r1q1rk1/1b4b1/4p1pp/3pP3/p2B2P1/3B3Q/PPP5/2KR3R w - - 0 23,d3g6 d8g5 c1b1 g5g6
00VSe,6nr/1pN2ppp/p2Qbk2/2B1p3/3nq3/8/PP2BPPP/5K1R w - - 8 19,c5d4 e4b1 e2d1 b1d1
00X1l,5r1k/Q6p/1pb3p1/4q3/4p3/1BP2p1P/PP4P1/5RK1 b - - 0 30,f3g2 f1f8
00YCP,2k3nr/1ppr2pp/p3pp2/2b5/5P2/1N2nN2/PP4PP/1RB1R1K1 b - - 3 15,c5a7 c1e3 a7e3 e1e3
00YhS,7K/8/8/5p2/4kP2/8/6P1/8 w - - 1 62,g2g3 e4f3 h8g7 f3g3 g7f6 g3f4
00aBq,r2r2k1/pp3ppp/1qn2b2/3R4/4QB2/1P3N2/P4PPP/4R1K1 b - - 0 18,d8d5 e4e8 a8e8 e1e8
00baZ,r7/8/p1k5/1p1p1pn1/3R3p/2P1P2P/5P2/R5K1 w - - 0 31,d4h4 g5f3 g1g2 f3h4
00bns,5nk1/1pp2ppp/p5q1/4PN2/2P2Q2/1P1rBP1P/r4P1K/4R3 b - - 5 30,f8e6 f5e7 g8f8 e7g6
00cW9,rn2kb1r/1bq2pp1/p3p2p/1p1nP3/2pP3B/2N2N2/1P1QBPPP/R4RK1 b kq - 1 13,f8b4 c3d5 b7d5 d2b4
00cud,8/5p2/6p1/1p1N1k2/1PbK4/2P3P1/8/8 b - - 0 48,c4f1 d5e3 f5e6 e3f1
00d5g,2b2rk1/pp4p1/2p5/4r3/2B5/1P6/P4pK1/5R2 b - - 4 32,g8h8 f1h1 c8h3 h1h3 e5h5 h3h5
00dTO,5q2/5rk1/3p1np1/p1p5/1pP2NP1/3PNp1P/PP5K/3Q4 b - - 1 30,f6d7 f4e6 g7g8 e6f8
00eC6,2kr4/1p3p2/1P6/Q1ppP3/3NnPqp/8/P5KP/2R1R3 w - - 1 29,g2h1 e4f2
00f9k,1b1r2k1/4pp1p/p1N3p1/1p6/8/PP2BN1P/6P1/6K1 b - - 0 27,d8c8 c6e7 g8f8 e7c8
00i7t,4r2k/p4r1p/2pp1Q2/2p5/3b1P2/3P2R1/PqPB2PP/4RK2 b - - 0 21,d4f6 e1e8 f7f8 e8f8
00jXD,3r2k1/p4pp1/1bN2q1p/8/Q3p3/P3P2P/5PP1/2R3K1 b - - 5 31,d8c8 c6e7 f6e7 c1c8
00nQp,r5k1/pp1qrppp/2nb1n2/6N1/3P1p2/2P5/PPQN2PP/R1B2RK1 w - - 4 15,d2e4 f6e4 c2e4 e7e4
00ouR,5rk1/5ppp/P2p4/3P3n/P3P3/b4P2/B3N1PP/1R4K1 w - - 2 27,b1b6 a3c5 g1f1 c5b6
00pmn,8/P6p/6p1/1k6/3pq3/1PP5/6PP/3Q2K1 w - - 0 35,d1d4 e4e1
00q8C,1rb3k1/p2q2bp/2p4r/2P1p1p1/3pPp2/1P1P1P2/PB1NN1nP/1R2QRK1 w - - 0 22,g1g2 d7h3 g2g1 h3h2
00rCD,1r4k1/pp3pp1/1b5p/1B3N2/1P2nP1P/P5P1/6K1/2B5 b - - 0 29,b8c8 f5e7 g8f8 e7c8
00sO1,1k1r4/pp3pp1/2p1p3/4b3/P3n1P1/8/KPP2PN1/3rBR1R b - - 2 31,b8c7 e1a5 b7b6 f1d1
00slf,1k2Rr2/p1pp4/1p1b4/3Q1pP1/qP3P2/2P4P/6K1/4R3 b - - 5 41,f8e8 e1e8
00tdc,r1bqk1nr/ppppbppp/2n5/8/2P5/4Q3/PP2PPPP/RNB1KBNR w KQkq - 3 5,e3c3 e7b4 c1d2 b4c3
00uCX,r5k1/5pp1/q3p2p/pp1pP3/Qn1P4/7P/3B1PP1/R3N1K1 w - - 0 25,a4a5 a6a5 a1a5 a8a5
00xMV,1k1r1br1/ppp5/3p1q2/4BP2/6P1/3Q1P1p/PPP5/3RR1K1 b - - 0 26,d6e5 d3d8 f6d8 d1d8
010Jc,rnb1k2r/bpqp1pp1/p3p3/7p/4P1n1/1NNB3P/PPP2PP1/R1BQ1R1K w kq - 1 11,d1e2 c7h2
1194,5qk1/p1pb2p1/5p2/r2N1P1p/2Pp3Q/2n5/P5PP/R4RK1 w - - 0 25,h4d4 c3e2 g1h1 e2d4
012AZ,r1bqk2r/pp1p1ppp/2p5/4p3/1PP3n1/P1NnP1P1/3PKPBP/R1BQ3R w kq - 3 11,e2d3 g4f2 d3c2 f2d1
1382,r6k/5qp1/2pb3p/1p2P3/3P4/2P3Q1/1P4PP/5R1K w - - 0 29,f1f7 a8a1 g3e1 a1e1 f7f1 e1f1
014KA,r4rk1/5ppp/p3b3/1p2P3/3n1PP1/N6P/PP6/R1B1R1K1 w - - 0 19,c1e3 d4f3 g1f2 f3e1
016nI,r1bq1rk1/pp3ppp/n2N4/b2p3n/2pP1B2/2P2N2/PP2BPPP/R2Q1RK1 w - - 3 12,f4g3 h5g3 h2g3 d8d6
0181c,rnb3k1/pp3pp1/2p2p1p/8/3P4/2PBrN2/PP4PP/R3R1K1 b - - 1 15,e3d3 e1e8 g8h7 e8c8
019YE,1r5r/p1p1kppp/4p3/4P3/2B1n1K1/4P3/PP3PPP/R2R4 w - - 7 20,b2b3 e4f2 g4f3 f2d1
01Bkb,r4rk1/ppp2ppp/3p1q2/2b1p3/2BnP3/2NP2Q1/PPP2PPP/R4RK1 w - - 2 11,c3d5 d4e2 g1h1 e2g3
01Dtr,b4rk1/2pn2p1/1p4q1/6N1/7Q/4B3/1P3PPP/3R2K1 w - - 6 27,d1d7 g6b1 e3c1 b1c1 d7d1 c1d1
01FCo,1k2r2r/1Pp2pb1/1n1p3p/3Pq1p1/1Q1NP3/2P2P2/P4R1P/R3K3 b Q - 0 22,g7f6 d4c6 b8b7 c6e5
01H0Y,r1b2rk1/p2p1pp1/1p3q1p/3Np3/1P2P3/P4P2/4Q1PP/R4R1K b - - 1 19,f6g6 d5e7 g8h7 e7g6
01KQc,r1bqr1k1/1pp2ppp/1p1p4/3Ppn2/1P6/2PB1N2/P1Q2PPP/R4RK1 b - - 2 15,d8e7 d3f5 c8f5 c2f5
01Lyl,3r1rk1/pp4b1/2p2p2/5P1p/6n1/2N2B2/PPP1Q1Pq/3RR1K1 w - - 2 26,g1f1 h2h1
01M18,r2qk2r/pp1n1pNp/2p5/2Pp4/3Pn3/1P2P3/PQ4PP/R4RK1 b kq - 0 17,e8f8 g7e6 f8e7 e6d8
01PhQ,1kr5/3n1b2/1p1Pp1p1/p3n3/2P2Q2/1P6/PK6/3R4 w - - 0 34,d1h1 e5d3 b2a1 d3f4
01PoF,1r4k1/1pp4p/p2p2p1/8/4r3/2b2B1P/P1P4P/1R3RK1 b - - 1 22,e4c4 f3d5 g8h8 d5c4
01VY5,8/8/4nk1p/1p1p1p2/p2K1P2/P1PB4/1P5P/8 w - - 1 41,d4d5 e6f4 d5d4 f4d3
01WCP,6k1/p5p1/2R3P1/3pr3/8/4P3/P7/5K2 b - - 0 32,e5e7 c6c8 e7e8 c8e8
01YXn,r1bq1rk1/p4pbp/5np1/4p1B1/3p4/2N5/PPPQBPPP/2R2RK1 w - - 0 14,c3e4 f6e4 g5d8 e4d2
01Z9a,8/1p6/p3k3/6pp/5n2/P7/1P3K2/5R2 w - - 2 44,f1c1 f4d3 f2e2 d3c1
01blK,8/p1P5/3p2k1/P1Pq1p1p/1P3Q1P/6P1/5RK1/1r6 w - - 3 45,g2h2 b1h1
01gQ1,2kr1b1r/pbp5/1pn1q1pp/3p1p2/3P4/P1P1BQ1B/1P3P1P/R3K1R1 b Q - 1 18,g6g5 h3f5 e6f5 f3f5
01j49,1Rb2rk1/6p1/p2p2p1/B2P2P1/2Pp4/P6P/4Bb2/6K1 w - - 3 35,g1g2 c8h3 g2h3 f8b8
01lB9,1qkr3r/pp1b2p1/5p2/3Pn2p/2Pp1B2/P2B2P1/1Q3P1P/1R3RK1 w - - 2 21,b2d4 e5f3 g1g2 f3d4 f4b8 c8b8
01mGq,8/8/p1k3p1/P1P2p2/2K3Pp/7P/8/8 w - - 0 51,g4f5 g6f5 c4d4 f5f4
01pTi,r2q2k1/5ppp/p2B4/2p5/1p1n4/6Q1/PPP3PP/2K4R w - - 1 22,d6c5 d4e2 c1b1 e2g3
01tUB,8/8/p4k2/P2p3p/3P1K1P/8/8/8 w - - 4 48,f4f3 f6f5 f3e3 f5g4
01vPy,8/4k3/4n3/8/2P3PP/P2Q4/6K1/r7 w - - 17 55,g4g5 e6f4 g2f3 f4d3
01vlR,1r2k1nr/N3pp1p/6p1/8/8/8/PbP2PPP/R1B1K2R w KQk - 0 14,a1b1 b2c3 e1e2 b8b1
01wS5,b5rk/6p1/qNpQR2p/5p2/3P4/5P2/1P4PP/6K1 b - - 1 32,a6b6 e6h6 g7h6 d6h6
01wdX,5qk1/p2nN1pp/5r2/1p1p2N1/2pP4/2P5/PPQ3PP/5RK1 b - - 0 24,f8e7 c2h7 g8f8 h7h8
01xk5,r3k2r/pp1n1pp1/4p3/3pPnPp/2pP1Q1P/2B2N2/qPPK1P2/3R3R b kq - 5 19,g7g6 d1a1 a2a1 h1a1
01xyJ,8/7p/5Kpk/5p2/8/4p1Pr/8/4R3 b - - 3 43,h3g3 e1h1 g3h3 h1h3
01yHG,6r1/ppR2pr1/1q1pk3/4p3/P6p/1P3Q1P/5PB1/2R3K1 w - - 5 34,g1h2 g7g2 f3g2 g8g2
01zRG,r2r2k1/p1p2ppp/2p1p3/4Pb2/N2R4/1q5P/5BP1/3Q1RK1 b - - 0 22,f5c2 d4d8 a8d8 d1d8
021n0,8/4B2p/4p3/1k4PP/7r/1p2n1K1/8/1R6 b - - 5 38,h4h5 b1b3 b5c6 b3e3
024Js,rnbqk2r/ppppnppp/8/8/1b2P3/1QN2N2/PB3PPP/R3KB1R b KQkq - 4 7,e8g8 b3b4
024fF,1k5r/ppp5/nr3pRp/4pB2/3pPP2/qP1P3P/2PQ1P2/1K4R1 b - - 0 23,a6b4 g6g8 h8g8 g1g8
2684,8/5kp1/p1r2n2/2p2N2/P1RB1n1p/7P/6P1/6K1 w - - 8 40,f5h4 f4e2 g1f2 e2d4
026P1,5k2/2p2pp1/3r3p/8/1P1N4/2P3P1/4KPP1/8 b - - 4 37,f8e7 d4f5 e7e6 f5d6
0291d,8/8/3p1k2/R2P3K/5P2/3r2P1/8/8 w - - 1 63,g3g4 d3h3
029I2,r3k2r/p3bppp/2p1q3/2P5/1P1P2n1/P1N1B3/5Pp1/R2QK1R1 w Qkq - 0 17,g1g2 g4e3 f2e3 e6e3
029gU,3q2kr/1p1n2p1/p1p2r2/P1Pp3P/1P1PpQ1R/4P3/4B3/2K4R w - - 1 44,f4g5 f6f1 e2f1 d8g5
02CIe,8/1p4k1/1pp1b2p/1P1P2p1/P1K1Bp2/5P1P/6P1/8 b - - 0 43,e6d5 e4d5 c6d5 c4d5
02HQM,2kr4/1bq2pQ1/p3p3/2pp4/6R1/2P4r/P1P1BP1P/1R4K1 w - - 0 21,e2f1 c7h2
02IbZ,2r2k2/p4pp1/4p2p/8/8/2P3P1/qP1Q1P1P/3R1K2 b - - 2 30,f8e7 d2d7 e7f6 d7c8
02Jv8,1r4k1/p2R2pp/1pN1p3/8/8/8/bP3PPP/6K1 b - - 0 26,b8c8 c6e7 g8f8 e7c8
02L3h,3r2k1/3r1p1p/p2N2pB/1p1Q4/1P6/P1q5/5PPP/3R2K1 w - - 1 23,h6g5 d7d6 d5d6 d8d6
02LMw,6k1/7p/2P3p1/8/2K2pP1/4rP2/8/8 b - - 0 43,e3f3 c6c7 f3e3 c7c8q
02LnU,8/1p6/2p2k2/p4n1B/P1P4P/1P6/8/5K2 w - - 1 52,h5g4 f5e3 f1e2 e3g4
02MxE,8/bp1N3r/2p1k2p/3n1p2/7B/3B4/P4PPP/1N4K1 b - - 0 26,e6d7 d3f5 d7e8 f5h7
02Or9,2n2r1k/p1q4p/2P2bp1/2Q1N3/3P4/7P/P4PP1/5RK1 b - - 1 24,f6e5 c5f8
02PKZ,6k1/ppp2p1p/5Bp1/8/2n2b2/2P2P1P/PP4r1/1K1R4 b - - 3 25,h7h5 d1d8 g8h7 d8h8
02QKd,2r3k1/1p1p1ppp/1P2p3/8/6n1/7q/1PPPPP1P/R1BQ1nK1 b - - 0 18,c8c5 a1a8 c5c8 a8c8
02SY5,r1b2rk1/pp1p1ppp/1b3q2/3N4/1P2P3/P4P2/6PP/R2QKB1R b KQ - 1 15,f6g6 d5e7 g8h8 e7g6
02THe,3rrR1k/8/p4P1p/1p2BB1b/1P3P2/2PP4/p1NK4/8 b - - 1 36,e8f8 f6f7
02VgX,r1bq2k1/5Rb1/pp2p2Q/2ppN3/3P4/3B4/PPP3PP/6K1 b - - 0 24,g7h6 d3h7 g8h8 e5g6
02Vky,2r1r1k1/1b2npbp/p5p1/6N1/1Bp3n1/N6Q/PPB3PP/1R2q2K w - - 0 27,b1e1 g4f2 h1g1 f2h3
02WTu,3rr1k1/p3bpp1/2p1q2p/2p1P3/2NpR3/1PnP2QP/P1P2PP1/R1B3K1 w - - 5 21,e4g4 c3e2 g1h1 e2g3
02bmv,r4rk1/pp3pbp/5pp1/7q/1Q1PP1b1/3B1N1P/PP1B1P2/R3K2R w KQ - 0 18,h3g4 h5h1 e1e2 h1a1
02clH,8/p7/2p5/1k1p4/5Rp1/b2n2P1/2R3K1/8 w - - 2 40,f4g4 d3e1 g2f1 e1c2
02gbF,2k2b1r/7p/p2p4/2pB2p1/3pP3/1P1P4/2PK1P2/6R1 w - - 0 33,g1g5 f8h6 f2f4 h6g5
02hlv,8/5k2/4r1p1/2b1N2p/4pPPP/6K1/8/4R3 b - - 1 39,f7f6 e5d7 f6g7 d7c5
02iYi,5rk1/5pp1/p2b1q1p/8/2pNQ3/6Pb/PpB2P1P/1R3RK1 b - - 3 25,h3f1 e4h7
02kXH,r3k2r/pq1n1ppb/4p2p/4P3/Q1N3P1/1Pp1P2P/P4P2/R4RK1 b kq - 1 19,a8b8 c4d6 e8e7 d6b7
02kdk,r2br1k1/pp2pp1p/4b1p1/6B1/3RN2P/1P6/5PP1/4R1K1 b - - 2 19,e6b3 e4f6 g8h8 f6e8
02l3n,5k2/p6p/2p3p1/4p3/2B2r2/6KP/P2r1nP1/2R2R2 b - - 0 32,d2d4 f1f2 f4f2 g3f2
02p8e,2r3k1/1p1n1ppp/8/3Pp3/p3P3/P2K1B2/6PP/1R6 w - - 1 29,b1b7 d7c5 d3d2 c5b7
02pop,8/1b6/4pr2/1p1p2pk/pPpP4/P1R1Br1P/3R1PK1/8 b - - 1 36,h5h4 e3g5 h4g5 c3f3
02qPC,r7/6kp/pp1bp3/2p2r2/2P1Q3/1P3P2/P3KP2/7R w - - 1 29,e4e6 f5e5 e6e5 d6e5
02qgo,r4rk1/pp1q2p1/2n2ppp/3p4/Q2P2P1/2P4P/P3PPB1/R4RK1 w - - 0 16,g2d5 d7d5
02r27,4r3/2pqrpk1/3p2pp/p1pPb1QP/2P1P3/1P3R2/P1B3P1/5R1K w - - 0 30,f3f7 e7f7 g5g6 g7f8 g6f7 d7f7 f1f7 f8f7
02s45,r7/5p1p/6pk/p3B2N/2B5/5P1P/6P1/1n3K2 w - - 6 40,h5g3 b1d2 f1f2 d2c4
02s84,4rk2/R7/8/3b4/p6R/2b3PP/5P2/6K1 w - - 6 38,h4a4 e8e1 g1h2 e1h1
02syQ,1r1qr1k1/p1p2ppp/5b2/3p4/4n3/1P3Q1P/P2NRPP1/2B1R1K1 b - - 1 21,e4g5 e2e8 d8e8 e1e8
02tXM,rnbq1rkb/ppp1pp1n/7P/3p2p1/3P4/2PBPN2/PP3PP1/RN1QK2R b KQ - 4 11,f7f6 d3h7
02utJ,8/8/5k2/1pp4p/5K1P/PP6/8/8 b - - 0 35,c5c4 b3c4
02vv1,6k1/q6p/6p1/4Bp2/P7/7P/2r1bPPN/R1R3K1 b - - 9 35,c2d2 c1c8 g8f7 c8c7 a7c7 e5c7
02wKw,6R1/ppp3P1/3k4/2qp4/8/1P6/PK6/8 b - - 0 44,d6e6 g8e8 e6d7 g7g8q
02xLE,1b1r2k1/1p4pn/pnp1N1p1/6P1/2PP4/1PQ5/PB3KBq/5R2 b - - 2 31,b8g3 c3g3 h2g3 f2g3
02xnk,8/6k1/1n2pr2/1R4Kp/p6P/P7/1P2R3/8 w - - 0 43,b5b6 f6f5
02y4j,q1rr2k1/1b2bpp1/p2ppn1p/8/2P1P3/P2B1N2/1B2QPPP/3RR1K1 b - - 0 22,f6e4 d3e4 b7e4 e2e4 a8e4 e1e4
02z11,r1b1k2r/ppp1qppp/3p1n2/4n3/2Bb4/5N2/PP3PPP/RNBQR1K1 w kq - 0 10,d1d4 e5f3 g2f3 e7e1
02zVb,r2q1r2/p5k1/3b1ppp/1p1p4/2pP4/P1P2Q1P/1P1N1PP1/R3R1K1 w - - 0 24,f3d5 d6h2 g1h2 d8d5
02znl,5rk1/3q1p1p/3p2p1/2pN1P2/6P1/2P1BN2/1b1K3P/3R4 b - - 0 22,g6f5 d5f6 g8g7 f6d7
030gZ,4r3/3p2kp/1R1P1pp1/p1r1p3/8/N3KP2/P5PP/5R2 w - - 0 36,f1b1 c5c3 e3f2 c3a3
030jw,6k1/2Q2pp1/1rp3qp/p2p4/P7/1PP5/2P1r1PP/3R2RK b - - 0 26,b6a6 c7c8 g8h7 c8a6
032GR,8/8/8/1p4p1/pP2K1k1/P5Pp/7P/8 w - - 0 44,e4d5 g4f3 d5c5 f3g2
033xP,2r4k/R6p/1p2Np2/4p3/2P5/8/n4PPP/6K1 b - - 0 28,c8c4 a7a8 c4c8 a8c8
0376x,r1b4Q/p1pp2B1/1p1b3R/6q1/3nP3/3P2kP/PPP3P1/RN4K1 w - - 1 20,g7e5 d6e5 h8e5 g5e5
037Zo,4r3/1p2r1k1/p2p4/4bpp1/3B2n1/1BP3P1/PP2R2P/4R1K1 w - - 6 38,h2h3 e5d4 c3d4 e7e2 e1e2 e8e2
0380K,r5r1/ppp2p1k/2np1Ppq/8/4PNP1/1N6/PPP5/2KR3Q b - - 1 29,g6g5 h1h6 h7h6 d1h1
039f2,8/3k4/7r/3R3p/3P4/5P1P/4b1PK/8 b - - 0 51,d7e6 d5e5 e6d6 e5e2
03BcC,8/3nR3/kpq2p2/2p2B2/p1Pp1P2/3N2Pp/PP5P/6K1 w - - 0 33,f5d7 c6g2
03BcT,6k1/2R5/1p2r2p/p4p2/3R1p2/P4KP1/1P2r2P/8 b - - 1 38,e2h2 d4d8 e6e8 d8e8
03Fib,4r1k1/4rppp/p1nq1n2/1pNp4/1P1P4/P2Q1PN1/6PP/R3R1K1 w - - 3 21,g3f5 e7e1 a1e1 e8e1
03H2V,6r1/p7/1ppkp1r1/5p2/3P1P2/P1PN1K1P/1P1R2P1/8 w - - 7 39,d3e5 g6g3 f3e2 g3g2
03KHB,3k3r/7p/1pppPp2/p3b3/1R3P2/3B3P/PP4P1/6K1 w - - 0 26,b4b6 e5d4 g1f1 d4b6
03KkY,r2r2k1/6pp/p2Np1q1/1pP5/3Pbn2/P1Q2PP1/7P/2R2RK1 w - - 0 28,f3e4 f4e2 g1g2 e2c3
03Lzb,6k1/6p1/2N4p/Pp6/2b5/8/1r4PP/R5K1 b - - 0 30,c4d5 c6e7 g8f7 e7d5
03Nmh,5R2/8/6p1/r3n2p/P3k3/6K1/5P1P/8 b - - 12 50,a5a4 f8f4 e4d5 f4a4
03OKr,5rk1/4ppb1/p2p3p/3P1Q2/1p1q1P2/3P4/PP4PP/1K1RR3 w - - 1 22,e1e4 d4b2
03P14,8/8/5p2/1p4k1/8/P1n2K2/1R6/8 w - - 4 50,f3e3 c3d1 e3d4 d1b2
03PNX,6k1/1p3ppp/p4n1q/1pQN4/3P4/4rPP1/1P5P/R5K1 b - - 0 28,f6d5 c5c8 e3e8 c8e8
03Q1l,4rqk1/1b1n1pbp/pp1p1Bp1/2pP4/2P1N3/3BQN1P/PP3PP1/4R1K1 b - - 0 21,d7f6 e4f6 g7f6 e3e8
03RpL,rn1RB3/r4pkp/p4p2/1pp1pP2/4P3/8/PPP3PP/3R2K1 w - - 2 23,d1d7 b8d7 d8a8 a7a8
03WIh,4rrk1/pp3pp1/2np3p/q2p1QNP/8/PPp1P3/2P2PP1/R2K3R b - - 1 18,e8e5 f5h7
03X18,3r1r2/8/4k1p1/3ppq2/2Q5/2P3P1/PP3PK1/3R3R w - - 0 38,c4c6 d8d6 c6d6 e6d6
03X1v,4r1k1/1p3pp1/2pqr2p/1P6/3p4/2R1PQ1P/5PP1/2R3K1 w - - 0 25,e3d4 e6e1 c1e1 e8e1
03XAy,4B3/2R1b2p/4pkp1/5p2/1P3P2/r7/6PP/5K2 b - - 2 35,e7b4 c7f7
03XDF,6k1/2r2ppp/8/4p3/3p4/R2P4/5PPP/6K1 b - - 0 33,c7c6 a3a8 c6c8 a8c8
03dMX,2rr4/4kpQ1/1pb5/b2q2N1/3p4/4BP2/P5PP/1RR3K1 w - - 0 31,e3d4 d5d4 g7d4 d8d4
03dR1,5rk1/1p3Npp/p1nr4/2p5/8/4R3/PP4PP/5R1K b - - 0 23,f8f7 e3e8 f7f8 f1f8
03gLT,3r4/p2k1p2/2qp1Pr1/2p5/5B2/1P5P/P4PPQ/3R2K1 b - - 6 33,d8g8 d1d6 c6d6 f4d6
03h56,6k1/7p/4pppP/3r4/2p5/2Q5/6P1/6RK w - - 3 38,c3c4 d5h5 c4h4 h5h4
03jYy,2rq1rk1/3bbpp1/p3p2p/n2pP3/1p1P4/1P1Q1NN1/P1BR1PPP/R5K1 b - - 5 21,d7b5 d3h7
03k5W,4rr1k/p3R1p1/1p5p/2p5/2B2Nn1/2PP4/PP4KP/8 b - - 11 29,e8e7 f4g6 h8h7 g6f8 h7h8 f8g6
03k8d,5rk1/5p1p/3p2p1/3N1n2/2Q5/1B4qP/PP2r1P1/3R1RbK w - - 4 25,c4e2 g3h2
03lrx,3rrk2/R4pp1/1p5p/1Np5/2P5/2Pn4/2Q3PP/3RqK2 w - - 2 30,d1e1 e8e1
03oqC,r3k2r/pp3pp1/2n1p3/2bpPnq1/Q4P1p/2N5/PP1B2PP/R4R1K w kq - 0 16,f4g5 f5g3 h2g3 h4g3 a4h4 h8h4
03pN4,r2qr1k1/pp3ppp/8/3p4/6n1/2PQP1PN/PP5P/RN2K2R w KQ - 1 18,h3f4 e8e3 d3e3 g4e3
03qMy,2r3k1/1r4pp/p3p3/Ppn1PpN1/2p4P/8/3R1PP1/3R2K1 b - - 1 26,h7h6 d2d8 c8d8 d1d8
03r4O,6k1/7p/4p1p1/6P1/5R1P/4rp1B/PP5K/3r4 b - - 1 45,e6e5 h3e6 g8g7 f4f7
03ru3,r4rk1/ppp2ppp/1b6/1Nq5/7R/3Q4/PPP3PP/R6K b - - 0 18,c5e5 d3h7
03t5I,rn4k1/p4ppp/1ppQ1n2/3ppq2/3P4/2P1P3/PP3PPP/R4RK1 b - - 5 19,e5e4 d6d8 f6e8 d8e8
03tOe,r4rk1/p5pp/8/3R1pN1/P4n2/8/5PPP/R5K1 w - - 4 28,d5d4 f4e2 g1f1 e2d4
03uT1,5k2/5p2/8/R7/2p1K2r/2P5/P7/8 w - - 0 49,e4d5 h4h5 d5c4 h5a5
03w2W,r2q1rk1/pbpp1pp1/1p2p1np/8/2PP4/2nB1N1P/P1Q2PPB/R4RK1 b - - 1 16,c3e4 d3e4 b7e4 c2e4
03w3Q,8/1p6/p5k1/3Nn1p1/1P2P2r/P3K3/8/6R1 w - - 2 45,e3d4 e5f3 d4e3 f3g1
03ysq,8/ppp1r1pp/4n1k1/5R2/5P2/P1N5/1PK3PP/8 w - - 7 24,g2g4 e6d4 c2d3 d4f5
