4cn5E,3qkb1r/1R1b1ppp/p7/3pPp2/2rB1Q2/2N5/P1P3PP/5RK1 w k - 2 19,c3d5 d7e6 d5f6 g7f6,2612,89,54,45,advantage master middlegame short,https://lichess.org/8SHOmO1T#37
4csMe,4r1k1/1Rp2pp1/2Pb3p/p2Qn3/8/2P2NP1/P3qPKP/2B5 w - - 3 25,c1f4 e5d3 f4d6 e2f2 g2h3 f2f1 h3h4 d3f2,2639,88,96,291,crushing defensiveMove middlegame sacrifice veryLong,https://lichess.org/9cEbTzf2#49
4d0cn,8/2p3R1/2kp3P/8/8/1pb5/5PP1/5K2 w - - 0 41,g7g8 c6b7 g8g5 c7c5 g5d5 c3d4 d5d4 c5d4 f1e2 b3b2 h6h7 b2b1q h7h8q b1c2 e2f3 d4d3,2649,89,85,56,advancedPawn crushing endgame promotion quietMove veryLong,https://lichess.org/99LF7W2n#81
4dNV8,r1qr2k1/p2b1pp1/5n1p/8/2PNp2n/1PQ1BP1P/P5P1/1BR2RK1 w - - 1 25,d4b5 d7h3 e3f2 h4g2,2736,101,83,103,advantage middlegame short,https://lichess.org/Cd5CBRto#49
4dOoF,6rk/3b1p2/3p3p/1p2p2q/3pP3/2PP3P/1P1Q1P1K/1R4N1 w - - 1 26,c3d4 h5g6 f2f3 d7h3,2603,105,84,267,crushing endgame short,https://lichess.org/bA2oRdx9#51
4dUHi,r5k1/6b1/p3R1Qp/1p2p3/3r4/6NR/PP3qPK/8 b - - 2 35,f2f4 e6e7 f4f6 e7g7 f6g7 g6e6,2619,94,86,429,crushing exposedKing long middlegame sacrifice,https://lichess.org/gItwfiHN/black#70
4dV75,8/R4pbk/6pp/4Nb2/3p1P2/2Q3P1/1KP4q/1R6 w - - 0 40,c3d4 h2c2 b2a3 f5e6,2670,107,89,724,advantage defensiveMove middlegame short,https://lichess.org/8xbcz9PR#79
4dioV,3qr1k1/Q4p1p/4b1p1/1p1n4/2nR4/5BP1/PPP1PP1P/R5K1 w - - 0 23,e2e4 c4e5 f3g2 e5c6 a7c5 c6d4,2707,106,89,436,advantage fork long middlegame,https://lichess.org/Ga0Py1KH#45
4dmS4,8/8/8/7p/4p1k1/4K1P1/p7/B7 w - - 2 51,e3e4 g4g3 a1e5 g3g2 e4d3 g2f3 e5b2 h5h4,2647,103,87,187,bishopEndgame crushing defensiveMove endgame veryLong,https://lichess.org/qJz3A2tJ#101
4dtcC,3q2k1/4r1p1/2b2B1p/ppp2P2/6Q1/1P2R1P1/2P5/3rR1K1 w - - 3 39,f6e7 d8d2 e3e2 d1e1 g1f2 d2d1,2646,81,81,220,crushing exposedKing long middlegame,https://lichess.org/sLjtHbTR#77
4du7M,1r4k1/p1p2ppp/2Bb1rn1/3P4/5n2/2P2QPq/PP1N3P/R1B2RK1 w - - 0 20,d2e4 g6e5 f3f2 e5g4,2634,91,91,1016,advantage middlegame short,https://lichess.org/Jm61YkXz#39
4duqi,1k2r3/pp6/1b2P2p/2q2N2/4R1p1/1Q4P1/P2r4/5R1K b - - 3 39,e8f8 e6e7 f8e8 b3a4 e8e7 e4e7 c5d5 a4e4 d5e4 e7e4,2741,94,94,596,advancedPawn advantage middlegame veryLong,https://lichess.org/CR8J1QZI/black#78
4e8HN,r4rk1/p1pp1ppp/b1pb4/4N1q1/3P4/2P5/PP3PPP/RN1QR1K1 w - - 0 11,e5d7 f8d8 d1f3 g5b5 d7f6 g7f6,2624,86,80,157,advantage long middlegame,https://lichess.org/rUy5TqPD#21
4eCLD,r3k2r/1pq2p2/1p3n1p/pP1pP3/P1B1P3/1QPP1p1P/5P1K/R4R2 w kq - 0 20,c4d5 c7e5 h2h1 f6g4 h3g4 h6h5 d5f7 e8f8,2621,97,69,66,crushing middlegame sacrifice veryLong,https://lichess.org/8jXr77vP#39
4eGMF,r1b2r2/1pp2pk1/3b1nB1/p2qp1N1/7Q/8/PPPB1PPP/R3R1K1 w - - 1 17,g5f7 d5d2 a1d1 d2f4 h4f4 e5f4,2686,91,94,219,advantage hangingPiece long middlegame,https://lichess.org/EEQBQKPg#33
4eJ7g,2r1kb2/p2N1p2/4pp2/8/2p1q2r/2P4Q/P4PPP/1R1R2K1 b - - 1 25,f8e7 b1b8 c8b8 h3g3,2651,94,73,139,advantage master masterVsMaster middlegame sacrifice short,https://lichess.org/PMPInn1D/black#50
4eTQr,r4rk1/1R3p1p/4p1p1/p6P/8/5Q2/q4PP1/3R2K1 b - - 0 30,a5a4 h5h6 a2c2 b7d7 c2f5 f3a8,2683,111,85,282,crushing discoveredAttack endgame long,https://lichess.org/SiOB0GcK/black#60
4eTxb,r6k/q3b2p/3P1n2/4p3/2B5/1P4Q1/1PP5/2K2R2 w - - 2 50,d6e7 a7a1 c1d2 a1f1 c4f1 f6e4 d2e1 e4g3 f1b5 a8a1 e1d2 g3e4,2616,80,96,230,advantage endgame fork master sacrifice veryLong,https://lichess.org/AiDyxkQx#99
4eVko,8/p7/3p1p2/1p2pK2/7k/2P5/PP3P2/8 b - - 1 34,e5e4 a2a4 h4h3 f5e4,2698,99,87,270,crushing endgame pawnEndgame short,https://lichess.org/EFIZZ9u7/black#68
4ecpR,8/8/5k2/5p1p/4pKpP/6P1/5P2/8 b - - 9 74,f6g6 f4e5 f5f4 e5e4 f4f3 e4e5 g6f7 e5f5,2618,78,100,101,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/6lkwO14R/black#148
4el5y,r2q1rk1/pQp1n1pp/8/8/5nb1/P1P3P1/3P1PBP/R1B1R1K1 w - - 0 16,b7a8 d8a8 g2a8 f4h3 g1h1 c7c6,2738,93,65,62,advantage defensiveMove long middlegame,https://lichess.org/AHuRtcHp#31
4fCCX,3r4/4Rpkp/1qPr2p1/p2P1bQ1/1p6/6P1/4RPBP/6K1 b - - 5 36,b4b3 e7f7 g7f7 e2e7 f7f8 e7h7 f8g8 g5e7,2625,82,82,108,attraction crushing middlegame sacrifice skewer veryLong,https://lichess.org/zkPJJ1mM/black#72
4fFl8,2r2r1k/1b4b1/p2P1n2/5NBq/4p2P/1B6/PpP3Q1/1K4R1 b - - 0 28,h5g4 g2g4 f6g4 f5g7,2728,85,98,154,advantage master middlegame short,https://lichess.org/UnOlI4cH/black#56
4fISh,1k2r3/1pb4p/6p1/1QP1p3/5q2/2B5/6PP/R5K1 b - - 0 42,f4e3 g1h1 e8e6 b5c4 e6a6 a1b1,2651,107,87,130,advantage endgame long,https://lichess.org/m0zmgfSb/black#84
4flEO,4r2k/6p1/6q1/2PQ3p/1p5P/p4P2/PP6/K1R5 w - - 0 37,c5c6 e8e2 d5d8 h8h7,2665,85,94,202,advantage defensiveMove endgame short,https://lichess.org/5GCCya1m#73
4flV5,5r2/6p1/4p1k1/1p1pP1Pp/pPpP3P/P1P3K1/6B1/8 b - - 0 37,f8f5 g2h3 f5f7 h3e6 f7f1 e6d5 g6f5 d5f7,2739,111,91,131,advantage endgame skewer veryLong zugzwang,https://lichess.org/BDPPxTsq/black#74
4g39c,5rk1/3Q1ppp/8/4q3/4n3/1B6/Pr3PPP/R3R1K1 b - - 7 25,b2f2 d7d5 f2g2 g1g2,2676,85,93,79,crushing middlegame short,https://lichess.org/fMZGkuHg/black#50
4g4L7,3rr3/1bq1kppN/p4b1N/1ppp3Q/2P2n1P/PB1P3R/1P3PP1/R5K1 w - - 3 24,a1e1 e7d6 h6f7 c7f7 h5f7 e8e1 g1h2 e1e7,2749,97,95,892,crushing defensiveMove middlegame sacrifice veryLong,https://lichess.org/Ghg0IYVf#47
4gJfl,8/6p1/5p2/5P2/2k3PP/2p5/2K5/8 w - - 2 46,h4h5 c4d5 g4g5 f6g5 f5f6 d5e6 f6g7 e6f7 g7g8q f7g8,2666,83,94,1179,crushing endgame pawnEndgame veryLong,https://lichess.org/0vYgGm4Z#91
4gLEl,1r4rk/p3RQbp/3p2p1/1B3p2/3P2n1/K1P2q2/PP6/4R3 b - - 9 31,b8b5 e7e8 g4f6 e8g8 f6g8 e1e8 g7f8 f7f8 b5a5 a3b4,2688,97,82,137,advantage clearance middlegame veryLong,https://lichess.org/kFvgB9ci/black#62
4gbFQ,r1b2k2/1p3p2/p2Q2n1/6p1/5P2/8/PPP2Bq1/2KR4 b - - 0 24,f8g7 f2d4 g7h6 d6f6,2601,89,84,206,advantage middlegame short,https://lichess.org/ivcFPrkD/black#48
4gzbq,r3rqk1/p7/2p1p3/1p6/2pbP3/2N4P/PP4PN/3Q1R1K b - - 1 26,f8c5 e4e5 c5e5 h2f3 d4c3 f3e5,2701,104,84,254,advantage attraction long middlegame quietMove,https://lichess.org/8OJ0XZ4J/black#52
4h2b0,2r4r/ppq1kpp1/4pn2/1B4Qp/8/PP6/2P2PPP/R3R1K1 w - - 0 22,g5g7 c7b6 b5c4 c8g8 e1e6 b6e6,2665,84,68,70,advantage long middlegame,https://lichess.org/9bFRlQ48#43
4h44s,r4r2/p1pq1k2/3p3p/2pP2P1/4b3/1BQ3BP/P5P1/5RK1 b - - 0 29,f7g6 f1f6 f8f6 c3f6 g6h7 g3e5 h6g5 b3a4 d6e5 a4d7,2798,116,88,175,crushing middlegame veryLong,https://lichess.org/YDCRXA3J/black#58
4h6wI,4q2k/p6r/1pR5/3p1p2/5P2/4P3/PP4QP/6K1 w - - 3 43,g2d5 e8e3 g1f1 e3f4 f1e1 h7g7 c6c8 h8h7,2760,100,85,215,crushing endgame quietMove veryLong,https://lichess.org/T94qEEja#85
4h7Z1,rnb1Q1k1/pp1n1p1p/3P2p1/2pq4/8/P1P3PP/8/R1B1K2R b KQ - 1 20,g8g7 e1g1 d7e5 e8c8,2628,115,91,722,advantage castling middlegame short trappedPiece,https://lichess.org/WEsO3SKy/black#40
4hA5K,r4kr1/pp1q1p2/1bnN1n1p/4p2b/B3P3/2P2N2/PP3PP1/R1BQR1K1 w - - 1 19,g1f1 h5f3 c1h6 f8e7 d1f3 d7d6,2657,83,90,517,advantage long middlegame,https://lichess.org/41hZau68#37
4hGs6,2b3rk/1R5p/2nPp3/p2p1p2/3P2q1/2P2N2/4BPrP/4Q1RK w - - 4 25,b7c7 c8a6 e2d1 a6d3 c7c8 g2g1,2669,94,85,125,crushing long middlegame quietMove,https://lichess.org/Tf2D9SFK#49
4hGso,8/7p/5Qpk/2pPp3/2P1Pp2/4q2P/P5PK/8 b - - 6 32,e3e4 f6h4 h6g7 d5d6 e4d3 h4e7,2708,113,90,275,crushing endgame long queenEndgame,https://lichess.org/DkgBLwQ4/black#64
4hJCV,5rk1/1p3p2/p1qrpQpp/2pp4/P5P1/1P6/2P2PK1/3RR3 b - - 1 26,d6d8 e1e5 d5d4 f2f3 d8d5 d1h1 h6h5 g4h5 d5e5 h5h6 c6f3 f6f3,2686,116,91,891,advantage defensiveMove endgame sacrifice veryLong,https://lichess.org/VCLQewAH/black#52
4hsrv,r4b1r/pp4kp/2q2np1/5bB1/8/1QN5/PP3PPP/R3R1K1 b - - 1 18,a8e8 g5f6 g7f6 e1e8 c6e8 c3d5 f6g7 b3c3 g7f7 c3h8,2637,93,91,244,crushing deflection middlegame skewer veryLong,https://lichess.org/TucSrkMt/black#36
4hsyU,8/8/p7/2pppkpp/P7/2PP1K1P/1P4P1/8 w - - 0 29,g2g3 e5e4 f3e3 c5c4,2604,98,91,88,crushing endgame pawnEndgame short,https://lichess.org/jq3rtAKa#57
4i97t,4rrk1/ppp2ppp/2p5/2b2Q2/3qn3/3N4/PPPP1PPP/RNB1R1K1 w - - 1 11,d3c5 e4d6 e1e8 f8e8 f5d3 e8e1,2610,94,83,223,advantage long middlegame,https://lichess.org/dVMRNXma#21
4i9C2,3r4/6pp/5k2/8/4KP2/3p2P1/3R4/8 w - - 2 41,d2d3 d8d3 e4d3 f6f5 d3e3 f5g4 e3f2 h7h6 f2g2 h6h5 g2h2 h5h4 g3h4 g4h4,2684,112,87,437,crushing endgame quietMove rookEndgame veryLong zugzwang,https://lichess.org/LbC2PwyK#81
4i9PF,8/4K3/8/p1p1b3/P1Pk4/5B2/8/8 w - - 0 55,f3a8 d4c4 a8f3 e5g3 e7e6 c4d4,2706,119,76,53,bishopEndgame crushing defensiveMove endgame long quietMove,https://lichess.org/sXyACztR#109
4iHiY,5r1k/1p6/3NQR2/6p1/1p1P2K1/2nq4/6PP/8 b - - 6 40,d3d1 g4g5 f8g8 g5h4 d1g4 e6g4 g8g4 h4g4,2664,114,91,345,crushing endgame veryLong,https://lichess.org/SInm94EF/black#80
4iMJ1,8/pp6/8/2P1k3/6pp/P1P1KP2/7P/8 b - - 0 47,g4f3 e3f3 e5f5 a3a4,2671,90,94,601,advantage defensiveMove endgame master pawnEndgame short,https://lichess.org/erTTInFX/black#94
4iMZs,r3k3/p3qp1p/4p3/2p5/4nP2/1P2P3/PBPP2rP/R2QK2R w KQq - 0 17,d1f3 e7h4 e1d1 h4f2 f3f2 e4f2 d1c1 f2h1,2689,90,94,707,crushing fork middlegame veryLong,https://lichess.org/ee56IJQu#33
4iaEu,r1b1k2N/pppp2pp/8/2b1p3/2Bn4/8/PPPP1qPP/RNBQ3K w q - 2 10,c2c3 d4c2 d2d4 d7d5,2716,105,84,166,advantage middlegame short,https://lichess.org/eFlgdhCw#19
4ieEr,1rr5/1q5k/3p2Pp/4p1b1/p3P3/P2RB3/QPpR4/2K5 b - - 0 32,h7g6 d3d6 g6g7 d6d7 g7h8 e3g5,2690,85,94,592,crushing fork long middlegame,https://lichess.org/d7UbJqDb/black#64
4iiZS,r2q2k1/pb2b2p/1p1p2pB/2p2n2/2Pp2N1/P2B3P/1P4P1/R2Q2K1 b - - 2 21,f5g3 d1e1 g3h5 e1e6 g8h8 a1f1,2763,96,92,498,advantage clearance defensiveMove long middlegame,https://lichess.org/Cw56Jdjh/black#42
4iixM,5b2/5pk1/1n1p3p/2pPNBqP/1rP5/1b1Q4/6PB/4R1K1 w - - 0 34,e1e3 b3c2 d3d2 b4b3 f5d3 c2d3,2732,101,86,386,advantage clearance long middlegame,https://lichess.org/jJZv4lRe#67
4ijRw,8/2p2pp1/p1k1p3/Pp2P3/1P1K1P1p/2P4P/6P1/8 w - - 0 32,c3c4 b5c4 d4c4 f7f5 e5f6 g7f6 c4d4 c6b5 g2g4 h4g3,2706,89,93,184,crushing enPassant endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/E9y65hdd#63
4isMU,6k1/6p1/R4p1p/1QNpqb2/1P6/2P3PP/5P1K/4r3 w - - 1 30,a6a8 g8h7 c5d7 e1h1 h2h1 e5e1 h1g2 f5e4 f2f3 e1d2 g2g1 d2e3 g1f1 e4d3 b5d3 e3d3,2783,113,87,334,advantage attraction defensiveMove endgame fork sacrifice veryLong,https://lichess.org/XYa0BBKo#59
4j3if,2b5/kp2R3/pN1p4/P1pB2K1/2P4r/5pp1/5b1P/8 b - - 1 42,g3h2 b6c8 a7b8 c8b6 f2e3 e7e3,2775,111,88,250,crushing endgame hangingPiece long quietMove,https://lichess.org/Gh5vFwxs/black#84
4j6UQ,rnb1k2r/pp3ppp/3b4/1Bp5/8/8/q1P1NPPP/1R1Q1RK1 b kq - 1 13,b8c6 d1d6 a2e6 d6c5 e6e7 b5c6,2642,110,90,394,crushing hangingPiece long opening,https://lichess.org/IU1Qh8Bs/black#26
4j7dN,1k5r/pBp2ppp/8/4q3/1b4P1/1R2P2P/P1Pr1P2/3QK2R w K - 1 17,d1b1 e5b5 b7a6 d2d4 b3b4 d4b4 b1b4 b5b4,2713,106,90,541,crushing discoveredAttack middlegame veryLong,https://lichess.org/pwTZj3w6#33
4jAJ6,3r1rk1/ppp2q2/2n4p/2P5/8/P1Q2R2/1P4PP/5RK1 b - - 0 25,f7d7 c3b3 g8g7 f3f8 d7d4 f8f2,2679,90,87,65,crushing defensiveMove long master middlegame,https://lichess.org/EYw6EWbb/black#50
4jAwh,r2qrk2/pp2n1pp/2b1Q3/3n4/2BP4/P1N1R3/1P3PPP/3R2K1 b - - 2 18,g7g6 e6e5 e7g8 e5h8,2778,108,72,117,advantage middlegame short,https://lichess.org/psxoXuQL/black#36
4jHwm,1r1q1r2/1b3ppk/pp2p2p/3p4/2pPn1P1/2P1BR1Q/PPB3PP/R5K1 b - - 4 22,g7g5 a1f1 h7g7 c2e4 d5e4 f3f6 d8f6 f1f6,2612,80,93,161,crushing middlegame quietMove veryLong,https://lichess.org/iAcDVYCf/black#44
4jNQz,r2k3r/bR2npp1/2p1B3/p3P3/P2NbP2/2P4p/2P3PP/1R4BK w - - 1 26,g1e3 a7d4 b7d7 d8e8,2668,88,93,100,advantage middlegame short,https://lichess.org/uUYSpxVc#51
4jOFY,8/8/8/2kPp1p1/P1pnB3/2K3P1/8/8 w - - 1 39,a4a5 d4b5 c3d2 b5d6 e4f3 c5b5,2678,90,85,110,crushing endgame long master,https://lichess.org/RT4cU5Ha#77
4jQTH,8/2p5/4p3/p3Pk1p/1p3P1P/1P2K3/P7/8 b - - 3 38,f5g4 e3e4 c7c5 f4f5 e6f5 e4d3 c5c4 b3c4,2727,90,94,966,crushing defensiveMove endgame pawnEndgame veryLong,https://lichess.org/UOe7Daa8/black#76
4jWFE,r2q1rk1/p1pp1ppp/1p6/3Q4/2n5/4P1P1/PP2NP1P/R3K2R b KQ - 0 14,c4b2 d5b5 d8f6 a1b1 b2a4 b5a4,2626,115,91,281,advantage long middlegame,https://lichess.org/4XCE7jta/black#28
4jdkU,4r3/p5kp/5qp1/5p2/8/3P1Q2/P3rPPP/R3R1K1 w - - 0 21,f3b7 g7h6 g1f1 f6e5 g2g3 e2e1 a1e1 e5e1,2708,92,86,724,crushing defensiveMove endgame veryLong,https://lichess.org/zApwAlSt#41
4jfT1,8/8/Pk6/1P4pp/2P2p2/5K2/8/8 w - - 0 40,f3g2 h5h4 c4c5 b6a7 g2f2 h4h3,2685,100,92,1712,crushing defensiveMove endgame long pawnEndgame quietMove zugzwang,https://lichess.org/tssj9Yb6#79
4jqa0,r4rk1/4bb2/1q4p1/2pp1R2/3Pp1Q1/1pP1P1PB/1P1B3K/5R2 b - - 0 26,a8a2 f5f7 f8f7 g4e6 b6e6 h3e6 a2b2 f1f7,2696,104,92,463,advantage middlegame pin sacrifice veryLong,https://lichess.org/ShoyIis1/black#52
4k2Vs,r7/b1p4Q/4kpp1/2pn4/1p1qN3/P2P4/4B1P1/4R2K b - - 3 35,f6f5 e2h5 f5e4 e1e4 d4e4 d3e4 d5f6 h7g6,2788,114,88,213,advantage capturingDefender fork middlegame sacrifice veryLong,https://lichess.org/qg7hjuKJ/black#70
4k3Lo,5rk1/pb3pp1/4p2p/1p2P2Q/3Pp1R1/6BP/PP1q2PK/8 b - - 5 28,e4e3 g3f4 b7f3 f4h6 d2g2 g4g2 f3h5 g2g7,2739,93,92,437,advantage endgame kingsideAttack pin veryLong,https://lichess.org/VPXEdSm2/black#56
4kBt3,8/8/4p2P/1p4R1/4kP2/6K1/5r2/8 b - - 1 61,f2f3 g3h4 f3f1 g5g3 f1h1 g3h3,2696,89,83,87,clearance crushing defensiveMove endgame long quietMove rookEndgame,https://lichess.org/VVmZ9SmN/black#122
4kFRb,4r1k1/p6p/6p1/8/3Qqp2/8/PP3P1P/2R3K1 w - - 6 33,d4a7 f4f3 h2h3 e4f5 a7c5 e8e1 c1e1 f5c5,2692,83,79,117,clearance crushing deflection endgame veryLong,https://lichess.org/4vh8v0gE#65
4kKxh,2R5/1p1Q2p1/p4p1p/7P/P5P1/1k3P1K/1P4r1/6q1 w - - 8 49,d7b7 b3a2 b7d5 a2b2,2628,85,92,287,crushing defensiveMove endgame short,https://lichess.org/490Bvd8k#97
4kLCr,1k1K4/2p2p2/ppP1b1p1/P6p/3R3P/8/1n6/8 b - - 2 44,e6c8 d4d7 b2c4 d7c7 c4d6 a5b6,2644,87,80,123,capturingDefender crushing endgame long,https://lichess.org/ySsrtIug/black#88
4kTgE,r6r/4kp2/p1p1p3/2NpPnq1/8/1PPP1QP1/P4P1p/R4R1K w - - 1 23,d3d4 h8h3 f1d1 h3g3 f2g3 f5g3,2670,106,88,424,advantage kingsideAttack long middlegame sacrifice,https://lichess.org/fXK2A4zC#45
4kls2,6k1/p1q2pp1/PpN3bp/1P1pP3/2pQ4/7P/4rPP1/R5K1 b - - 2 28,c7d7 c6a7 d7a7 d4d5 g8h7 d5b7 a7b7 a6b7,2723,109,88,790,advancedPawn crushing deflection endgame master veryLong,https://lichess.org/56Tl6u1S/black#56
4kwUn,r3k3/p4qp1/2p5/1pB5/8/Q1N1PKp1/P4P1r/3R1R2 w q - 4 25,f3g3 f7h5 c5e7 g7g6 a3c5 h2h3,2792,92,74,168,crushing long middlegame quietMove,https://lichess.org/QlKWVtxc#49
4kyXE,5k2/6p1/5p2/1p1p4/p1bK2P1/4R2P/5P2/8 w - - 0 36,f2f4 b5b4 e3e1 c4a2,2755,94,92,1224,crushing defensiveMove endgame quietMove short,https://lichess.org/lDZTMnHu#71
4kzVz,r4b2/ppk4B/2pp1B2/8/8/8/q4PPP/3RR1K1 b - - 0 22,f8h6 e1e7 c7b6 f6d4 c6c5 d4c3 a8d8 d1a1 a2a1 c3a1,2749,88,87,75,advantage middlegame quietMove veryLong,https://lichess.org/xmVWVGQf/black#44
4l55p,4r1k1/6b1/p2R1p1p/2p1r1p1/q5P1/Pp1BP3/1P4P1/1K1R1Q2 b - - 6 35,e5e3 d3c4 g8h8 d6a6 a4a6 c4a6,2620,87,91,955,crushing long middlegame trappedPiece,https://lichess.org/3S28Wofm/black#70
4lFfJ,3r1r1k/Q1p1q1pp/1pp5/3n4/8/2P1BP2/PP3P1P/RN3RK1 w - - 2 17,g1h1 e7f7 b1d2 d5e3,2758,118,69,241,crushing middlegame short,https://lichess.org/Er3gNc1x#33
4leHq,r2q1r2/1b1nnkb1/pp2p2p/2ppPppP/2PP1N2/3B1NB1/PP3PP1/R2QR1K1 w - - 0 17,f3g5 h6g5 h5h6 g5f4 d1h5 f7g8,2664,102,90,241,advantage hangingPiece long middlegame,https://lichess.org/oGXoFUcj#33
4lfoO,r2q2k1/bp3ppp/p4n2/3p1n2/8/1PN1rB1P/PB3PP1/2RQ1RK1 w - - 0 17,f2e3 a7e3 f1f2 e3f2 g1f2 d8b6 f2e1 b6g1 e1d2 g1d4 d2c2 f5e3 c2b1 e3d1,2639,115,86,248,advantage attraction fork middlegame veryLong,https://lichess.org/9iMCXjOn#33
4lg7c,8/5p2/3k2p1/3P3p/8/4K2P/6P1/8 w - - 2 63,e3e4 h5h4 e4d4 f7f6,2693,88,93,323,crushing defensiveMove endgame pawnEndgame quietMove short zugzwang,https://lichess.org/L9q2vjeq#125
4lnJs,2r3k1/1b4q1/3R1np1/p3p1Q1/np2P1P1/5P2/PPP5/2K4R b - - 0 27,c8c2 c1c2 g7c7 c2b1 c7d6 g5g6 g8f8 g4g5 d6d3 b1a1,2660,87,94,1060,advantage exposedKing hangingPiece middlegame veryLong,https://lichess.org/pMmrrqZ5/black#54
4lnM6,5rk1/p5pp/q7/2B1P3/8/2Pr1p2/PP2Q1PP/RN4K1 w - - 0 25,e2c2 f8d8 b1a3 d3d2,2633,95,81,111,advantage middlegame quietMove short,https://lichess.org/zw41Rw9Z#49
4lok5,2RQ4/1p4kp/3p2r1/pB1Pp3/P3P3/5q1P/1P3Pn1/7K w - - 10 38,d8d7 g7h6 b5e2 f3e4,2619,87,85,83,crushing defensiveMove endgame short,https://lichess.org/Z7T6QWxn#75
4lwDO,8/p1p3rk/3p1Qp1/P1p4P/2P2KP1/r7/8/8 b - - 0 53,a3a5 h5g6 g7g6 f6h4 h7g8 h4d8,2755,94,93,1791,crushing endgame long queenRookEndgame,https://lichess.org/SZhYslDY/black#106
4mBsh,r1bqk2r/pp2b1p1/2p1Bp2/5P1p/4P3/1QPn4/PP4PP/RNB2RK1 w kq - 2 14,f1d1 c8e6 f5e6 e7c5 g1f1 f6f5,2782,108,82,238,advantage long opening,https://lichess.org/ytjuLLyV#27
4mHGu,4R3/4P3/2r5/8/8/6p1/6k1/4K3 w - - 2 61,e1e2 c6h6 e2e3 h6h7 e3f4 g2h2,2793,105,89,1500,crushing defensiveMove endgame long quietMove rookEndgame,https://lichess.org/yArBblwz#121
4mLfn,5r2/1p2r1k1/2p5/p3b1q1/P4p2/2NQ1pP1/1PP2B2/R4RK1 w - - 6 30,c3e4 g5h5 f2d4 f4g3 e4g3 h5g4 d4e5 e7e5,2669,90,93,116,crushing middlegame pin quietMove veryLong,https://lichess.org/7Z6qpGFq#59
4mLlh,1r2r1k1/p5p1/1p1p4/1Pp3Q1/P4R2/6P1/4qP2/2R3K1 b - - 0 35,e8f8 g5d5 g8h7 c1c4 f8f4 c4f4 b8e8 d5f5,2790,119,91,1032,advantage endgame veryLong,https://lichess.org/rE17AdYT/black#70
4mPc4,3rr3/pp4kp/nq3b2/2pp1Pp1/6Q1/2P3NB/PP5P/4RRK1 b - - 3 25,a6c7 e1e6 c7e6 f5e6,2610,86,95,88,advantage master middlegame sacrifice short,https://lichess.org/xmGHtHAA/black#50
4mT9K,8/8/6p1/2k1pp1p/2P5/2K2P2/6PP/8 w - - 4 51,c3d3 g6g5 g2g4 h5g4 f3g4 f5f4 h2h4 g5h4 g4g5 h4h3,2701,102,91,222,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/8Lpurubl#101
4mUst,8/8/pp2p3/4K1k1/P1P5/8/8/8 b - - 0 42,g5g4 e5e6 g4f3 e6d5 f3e2 a4a5,2798,107,92,355,crushing endgame long pawnEndgame,https://lichess.org/GMFPKzCT/black#84
4mdTn,8/8/Q5pk/Pp2q1p1/1P3p2/2p1rP1P/6P1/3R1K2 w - - 0 46,a6c6 e3e2 c6c5 e5c5,2648,91,92,468,advantage endgame short,https://lichess.org/R7XVyg6q#91
4mk66,rnb2rk1/pp5p/4pppQ/3pB2n/1P2q1P1/2P5/2P1NP1P/2KR1B1R b - - 1 15,e4h1 g4h5 h1e4 e5d6 f8f7 e2f4,2736,106,78,61,advantage long middlegame,https://lichess.org/73v2CRk7/black#30
4mlUz,3rkr2/1p2n1p1/pP5p/2N1Pb2/1Q6/BP6/P1P2PPP/3qR1K1 b - - 0 23,d8d4 c5b7 d4b4 e1d1 b4b6 b7d6 b6d6 e5d6 e7g6 d6d7,2600,104,91,618,advancedPawn crushing exposedKing middlegame veryLong,https://lichess.org/mKr7LiQr/black#46
4mwgJ,r2k2r1/pb6/1p2p2q/4p3/2Bn1P2/3Q2PP/PP5K/R4R2 b - - 0 22,h6f6 f4e5 f6e5 a1e1 e5g7 e1e6,2721,106,80,236,advantage long middlegame pin,https://lichess.org/UwuF2UVm/black#44
4mwh5,2rqk3/1p6/p1b1pP2/5p2/5B2/P1NB4/1P2QPK1/R6r w - - 1 29,g2g3 d8f6 a1h1 f6g7 g3h4 e8d7,2750,109,85,204,crushing defensiveMove exposedKing long middlegame sacrifice,https://lichess.org/l2AVWFQd#57
4n9XI,r3k2r/pp1b1ppp/2n1p3/1B6/1b1Nn2q/2NQB1P1/PPP4P/R3K2R b KQkq - 0 12,e4g3 e1c1 g3h1 d4f5 e6f5 d3d7 e8f8 d7b7,2710,99,82,114,advantage castling discoveredAttack middlegame sacrifice veryLong,https://lichess.org/B0ytd1Qe/black#24
4nAUj,5r1k/p5p1/1p5p/8/3P4/2P3R1/q4rPP/3QR1K1 w - - 0 31,e1e7 f2d2 d1e1 d2d1,2621,91,91,1124,crushing endgame pin short,https://lichess.org/ZXMBuItg#61
4nFp0,8/3kb3/p2pp2Q/q7/4P1P1/1Pp4P/P1P2rB1/1K1R4 w - - 3 28,g2h1 f2d2 d1d2 c3d2 h1f3 a5c3 h6f4 c3d4,2765,103,84,547,advancedPawn crushing endgame veryLong,https://lichess.org/6oC2u35a#55
